Student_ID,School_ID,Grade,Gender,Socioeconomic_Status,Attendance_Rate,Previous_Year_GPA,Dropout_Status
STU00071,SCH019,5,F,Low,99.2384115512295,3.5966480269556236,N
STU00072,SCH384,7,M,Medium,52.45184127589594,2.288659236158966,Y
STU00073,SCH353,9,F,Low,73.9109612208869,4.0,N
STU00074,SCH193,2,F,Medium,82.09714694319102,2.8856198087956226,Y
STU00075,SCH237,2,M,Medium,85.84468536618202,2.186638337279702,N
STU00076,SCH387,1,F,Medium,97.90642712730049,1.694227351674606,N
STU00077,SCH426,3,Other,Low,63.684344418763175,3.466232917998334,Y
STU00078,SCH277,8,M,Low,72.49850697023821,3.717372250710065,N
STU00079,SCH227,1,M,Low,63.64614076860756,1.4846354095746506,Y
STU00080,SCH233,4,F,Low,92.6396913385244,3.608366349363039,Y
STU00081,SCH040,6,M,Medium,69.89787672001131,2.4443588173650364,N
STU00082,SCH323,8,M,Low,66.3110749418999,1.9772196946157328,N
STU00083,SCH153,5,M,Low,98.58772394597507,2.9907132431981713,Y
STU00084,SCH127,2,F,High,70.4147845251184,3.0796163658294535,N
STU00085,SCH237,11,M,High,86.93428303755076,2.7409552190828697,N
STU00086,SCH486,1,M,Low,64.43281231297982,1.1038986234564387,N
STU00087,SCH493,7,M,Low,97.28278865494268,3.7378795395532434,Y
STU00088,SCH055,1,M,Low,69.72023007718713,2.191604695578922,Y
STU00089,SCH468,1,F,Low,60.66541434292274,2.7612179771677394,N
STU00090,SCH436,9,M,Low,67.60301156695674,2.8639220806357297,N
STU00091,SCH172,7,M,Medium,79.84859404872049,2.9078720355553647,Y
STU00092,SCH109,3,M,Medium,92.10822062261828,1.5524223089093645,N
STU00093,SCH354,5,M,Medium,82.94218114331065,2.3887788520426723,N
STU00094,SCH469,3,F,High,87.52724139444115,1.6714866168915599,N
STU00095,SCH184,1,F,Medium,79.15140259479263,2.9609517479192347,N
STU00096,SCH439,6,F,Low,50.80218299812434,2.417639707624308,N
STU00097,SCH368,7,M,Low,50.0,0.6451541436082506,Y
STU00098,SCH471,9,M,High,90.03120163684157,2.449079673903154,N
STU00099,SCH198,4,M,Medium,,3.743847789375569,N
STU00100,SCH371,6,M,Medium,87.26332037506353,2.4051259221268175,N
STU00101,SCH373,3,M,Medium,90.14558376603262,1.6554917946934447,N
STU00102,SCH461,2,F,High,85.3144403440145,4.0,N
STU00103,SCH497,3,M,Low,74.81715959924718,2.6921101084825225,N
STU00104,SCH087,10,M,Medium,62.936931471875546,2.038762999784395,N
STU00105,SCH201,1,F,Medium,50.0,2.0697720991126736,N
STU00106,SCH337,2,F,Low,57.83408590618536,1.4088778816249439,Y
STU00107,SCH322,5,M,Low,76.79174348503126,3.7852588091732544,N
STU00108,SCH275,1,F,Low,50.0,2.2116575494137134,N
STU00109,SCH211,9,M,Medium,55.53722451344044,2.880935273388789,Y
STU00110,SCH391,1,M,Medium,91.11785757518173,3.7119159240784123,N
STU00111,SCH118,7,M,Medium,61.77746518401924,4.0,Y
STU00112,SCH191,3,Other,Medium,95.20064577440807,4.0,N
STU00113,SCH042,1,F,Medium,50.94548272423552,3.0783745861302143,N
STU00114,SCH042,8,M,Medium,76.32056513400828,1.2052806606155424,N
STU00115,SCH315,5,F,Low,79.319245903269,1.4684776810117606,Y
STU00116,SCH276,1,M,Low,,0.7264133107417918,N
STU00117,SCH329,2,M,Medium,60.2869586648046,2.335789444949852,N
STU00118,SCH017,3,M,Low,50.0,1.699338746572265,Y
STU00119,SCH283,2,M,Low,78.39958321228777,2.186256831101934,N
STU00120,SCH431,4,M,High,85.61293910899293,2.115834699608198,N
STU00121,SCH258,4,F,Low,65.43768881616141,3.0644247387513506,N
STU00122,SCH063,3,M,Low,90.77117844381384,2.8827330627283483,N
STU00123,SCH062,2,M,Medium,80.32848215169105,1.623004992440909,N
STU00124,SCH100,4,F,High,84.69760302814959,3.167577148723997,N
STU00125,SCH019,1,M,Low,71.62888163349018,4.0,Y
STU00126,SCH017,5,M,Low,60.69795295345984,1.5347781766482291,N
STU00127,SCH325,5,M,Low,,1.981698465721177,Y
STU00128,SCH423,2,F,Medium,73.90539001214849,3.0276441230749276,N
STU00129,SCH466,2,M,Medium,70.16418521568879,1.5423677162657474,N
STU00130,SCH373,1,M,Medium,95.44208154827817,2.664845767658011,N
STU00131,SCH246,5,F,Medium,67.05749109589561,4.0,N
STU00132,SCH251,4,M,Low,83.09112204883904,2.2736892835733946,Y
STU00133,SCH455,4,M,Low,78.31962154795129,1.9472664591793643,N
STU00134,SCH081,12,F,Low,89.04262361739937,3.2470779860833194,N
STU00135,SCH039,4,M,Medium,93.28239985012513,1.034857092252013,N
STU00136,SCH036,6,M,Low,80.19476825176852,2.9067201855346916,N
STU00137,SCH424,1,F,Low,50.0,2.6227880967327644,N
STU00138,SCH429,2,F,Medium,58.954207000738315,3.729056785799214,N
STU00139,SCH388,2,M,Medium,82.96087142048106,0.16344580532056652,N
STU00140,SCH486,4,M,Low,88.48235573375842,3.0411491641551023,N
STU00141,SCH409,2,M,Low,67.16812489915188,4.0,Y
STU00142,SCH197,5,M,Low,65.5559138827102,2.92214586397273,N
STU00143,SCH158,6,F,Low,68.84495315745949,3.4676551925793113,N
STU00144,SCH204,1,M,High,80.43685873720547,1.759899936065609,N
STU00145,SCH196,5,M,Low,74.80070467033427,2.5332604282886764,N
STU00146,SCH216,1,M,Medium,85.63232044605358,1.411579430709596,N
STU00147,SCH285,3,F,Low,50.0,2.4261349805453,N
STU00148,SCH457,6,M,Medium,81.33031276350329,2.2772159330048214,N
STU00149,SCH196,6,Other,Low,82.78077644461798,1.0539076288340667,Y
STU00150,SCH307,2,F,Medium,77.07077854480711,2.2260193225976312,N
STU00151,SCH152,2,M,High,76.58112188193907,3.6315063080849073,N
STU00152,SCH014,3,F,Medium,100.0,4.0,N
STU00153,SCH325,2,F,Medium,54.78576329061145,2.825423541535092,N
STU00154,SCH146,11,F,Medium,99.55336880148094,1.288969337290779,N
STU00155,SCH426,3,F,Medium,50.0,1.4411929409150277,N
STU00156,SCH057,10,M,High,97.91128323723655,0.9369856920859201,N
STU00157,SCH211,9,M,Low,57.216379501521246,1.3331678901668749,N
STU00158,SCH268,3,M,Medium,76.61862940947742,3.1749036250272544,N
STU00159,SCH210,2,M,Medium,68.57420845155288,3.3171772947046767,Y
STU00160,SCH017,7,F,Low,64.05066046732426,1.6348657361953114,N
STU00161,SCH286,2,M,Medium,76.85405635381437,1.8197203191451536,N
STU00162,SCH344,4,F,Low,,3.742567895948927,N
STU00163,SCH203,1,F,Medium,83.29250635554727,2.4904457478250395,N
STU00164,SCH099,3,F,Low,78.68417250772009,1.8059620425398697,N
STU00165,SCH279,1,M,Low,58.897079528384324,2.1104217486368038,N
STU00166,SCH209,2,F,High,89.40858389932939,2.2485882447642807,N
STU00167,SCH129,5,Other,Medium,71.01385366434386,3.5660884341583587,Y
STU00168,SCH335,12,F,High,84.20418486898319,3.343362303559997,N
STU00169,SCH288,2,F,Medium,70.15693405652634,2.661456759102762,N
STU00170,SCH252,4,M,Medium,56.06015192053731,0.9128830248576358,N
STU00171,SCH265,3,M,Low,63.6083153788216,2.407758029507189,N
STU00172,SCH271,2,M,Low,76.58524311745046,3.2327415370635775,Y
STU00173,SCH412,5,F,Low,76.27010363936962,1.7750487506552848,N
STU00174,SCH408,6,F,Medium,73.5314047910396,3.7687433442862868,N
STU00175,SCH188,1,Other,Medium,67.73183604994405,1.5112173147752315,N
STU00176,SCH419,7,F,Low,82.10995807484574,1.8694910471115112,Y
STU00177,SCH214,6,F,Medium,91.22084490399264,2.232839784051093,N
STU00178,SCH283,2,F,Low,50.0,3.159483503199608,N
STU00179,SCH211,5,M,Low,,1.883138118073704,N
STU00180,SCH365,3,M,Low,61.06546375545684,0.8527524898134042,N
STU00181,SCH076,6,F,Low,81.65659599431208,2.248705347516547,Y
STU00182,SCH148,4,F,Low,80.25075851241078,2.8794131974319277,N
STU00183,SCH321,1,M,Medium,99.85175997650224,4.0,N
STU00184,SCH213,7,F,High,76.42700665212615,4.0,N
STU00185,SCH433,4,M,Medium,74.70314322557715,2.049490797522689,N
STU00186,SCH109,6,F,High,94.06588354906079,1.700169259641453,N
STU00187,SCH129,1,F,Medium,75.02405553576547,1.7070460999888213,N
STU00188,SCH010,6,M,Low,81.63809995937434,1.9003248942218254,N
STU00189,SCH047,3,F,Low,68.00262439386174,2.154475582090157,N
STU00190,SCH379,7,F,Medium,79.71243380735015,2.6268835715536896,N
STU00191,SCH315,5,F,Medium,50.89552763509616,2.298037762315558,Y
STU00192,SCH096,3,M,Low,50.0,1.6482813006001718,N
STU00193,SCH446,2,M,Medium,92.88862327155815,1.454559713525512,N
STU00194,SCH103,8,M,Low,79.69063328983661,3.843075117015628,Y
STU00195,SCH380,4,M,High,100.0,0.4736111269465564,N
STU00196,SCH342,12,M,Medium,55.03548869027728,2.82230895706791,Y
STU00197,SCH146,3,M,High,87.51673737277284,3.6973022982323798,N
STU00198,SCH368,6,M,Low,70.1815288880209,1.94509866372659,N
STU00199,SCH430,5,F,High,80.74910635572301,2.1260086816724257,N
STU00200,SCH416,5,F,Medium,67.39627108175151,3.988919206289827,Y
STU00201,SCH027,6,M,Medium,82.62060091244078,2.6618863483480375,N
STU00202,SCH220,1,M,High,67.85134173609774,3.1385260268243855,N
STU00203,SCH018,4,M,Low,58.759033366308984,3.0561095580451454,N
STU00204,SCH167,4,M,Low,71.24848696417224,1.9081536999001898,N
STU00205,SCH433,3,F,Low,56.30274289087276,3.215158267193787,N
STU00206,SCH477,3,F,High,87.10068758814815,2.2937287257798546,N
STU00207,SCH082,4,F,Low,,2.2169789838505483,N
STU00208,SCH428,2,M,Low,92.11772108716093,1.6232075017635381,Y
STU00209,SCH072,2,F,High,75.25215154622242,1.3750706771156456,N
STU00210,SCH310,6,F,Low,93.93799079500897,0.23146546738420604,N
STU00211,SCH479,1,F,Low,78.46104592646704,2.3352728720254516,Y
STU00212,SCH254,2,M,High,69.93742471821265,3.5806748624355667,Y
STU00213,SCH162,5,F,High,71.03548873483668,2.61138936603742,N
STU00214,SCH327,2,F,Medium,80.07826961204547,4.0,N
STU00215,SCH420,4,F,Low,71.6277357178776,4.0,Y
STU00216,SCH402,2,M,Low,94.47677518261685,1.0437029255401078,Y
STU00217,SCH038,8,M,Medium,78.09291669672908,4.0,N
STU00218,SCH443,3,M,Medium,62.59341819958085,1.7522002327121031,Y
STU00219,SCH393,2,F,Low,50.59797493044236,1.708686400701904,N
STU00220,SCH201,4,F,Low,79.21438869046365,4.0,N
STU00221,SCH494,1,F,Low,83.93074243656177,3.0026928908692865,N
STU00222,SCH200,7,M,Low,79.6830713528881,1.837131897478847,Y
STU00223,SCH255,6,F,Medium,87.01913723631795,2.1852094499391566,N
STU00224,SCH179,7,M,High,75.3074736126512,3.197208523369931,N
STU00225,SCH035,3,F,High,80.06311759038205,3.220326252411739,N
STU00226,SCH082,8,M,Low,70.9301910260133,3.4299166249358324,N
STU00227,SCH389,4,F,Medium,79.80248165617084,1.9761860641513371,N
STU00228,SCH398,1,Other,Low,58.54416990901229,2.1570766648548867,N
STU00229,SCH220,2,M,Medium,50.0,2.9821394150760416,N
STU00230,SCH158,6,M,Low,87.83131854605227,0.944998217874826,Y
STU00231,SCH004,9,F,Low,52.3178639346836,3.182632861838024,Y
STU00232,SCH167,1,F,Low,68.57610656986144,2.734533522032627,N
STU00233,SCH468,8,M,Medium,94.76893830348058,1.8748262016474464,N
STU00234,SCH448,7,F,Low,97.03110715496396,2.881866491023534,N
STU00235,SCH409,3,M,Medium,86.78613019376809,2.056935957298881,N
STU00236,SCH412,6,F,Low,69.29804078973767,2.701051654571137,N
STU00237,SCH204,2,M,Low,64.37756237365022,2.587025896970305,N
STU00238,SCH194,8,M,Low,61.82127505791829,2.252125810589821,N
STU00239,SCH235,5,M,Medium,86.40139454772581,3.0637818813615993,N
STU00240,SCH206,3,M,Medium,96.33155824354975,2.913070260166829,N
STU00241,SCH150,8,F,Medium,98.2790946329255,3.918629722737448,N
STU00242,SCH159,1,M,High,100.0,3.368484009431641,N
STU00243,SCH279,8,M,Low,81.80753314051124,2.996782007648618,Y
STU00244,SCH304,1,F,High,53.48670047939176,3.8144317820591507,Y
STU00245,SCH404,7,F,Low,,2.549641113745879,N
STU00246,SCH381,4,F,Medium,84.78010409635151,3.4829597112248862,N
STU00247,SCH166,6,F,Low,87.19077357587301,2.688014470955074,Y
STU00248,SCH311,3,M,Medium,74.06823446782863,1.7421467767251422,N
STU00249,SCH068,8,F,Medium,50.0,2.114198225330388,N
STU00250,SCH463,2,M,Low,62.84176050302152,3.9469703490019743,N
STU00251,SCH088,2,F,Low,74.54670476657552,2.656256517303712,N
STU00252,SCH217,2,M,Low,50.0,1.9619964995021322,N
STU00253,SCH001,7,F,High,84.51871885285158,2.86968086930136,N
STU00254,SCH135,4,F,Medium,74.44204042955622,3.2826689002324043,N
STU00255,SCH185,4,F,Medium,93.39195365997185,1.9901524201633387,N
STU00256,SCH351,8,M,High,50.421439662675446,3.0591722739784077,N
STU00257,SCH140,8,Other,Medium,,1.729769530498604,N
STU00258,SCH106,1,F,High,77.89300368993324,2.8525556762801276,N
STU00259,SCH133,4,F,High,85.48950649851353,3.5110162396131055,N
STU00260,SCH108,1,M,Low,59.53846250092826,2.306124338304511,N
STU00261,SCH178,9,F,Low,50.0,2.8144222147817195,Y
STU00262,SCH298,8,F,High,84.17480454530673,2.7860355435468622,N
STU00263,SCH358,8,M,High,50.0,2.3981791793591496,N
STU00264,SCH380,6,F,Medium,90.97506529565659,1.924234943277728,N
STU00265,SCH396,4,F,Medium,74.6004741819988,2.9142819254890897,N
STU00266,SCH359,3,F,Low,72.63446414621961,1.19236055403918,N
STU00267,SCH146,3,M,Low,98.42579668464793,2.772238237697284,Y
STU00268,SCH450,1,M,High,77.56813138657644,2.966983307169595,N
STU00269,SCH074,11,F,Low,50.0,2.1399307367926386,N
STU00270,SCH463,3,M,High,50.19064404434151,2.6356372226511775,N
STU00271,SCH478,10,M,Low,69.48615279953695,3.1429885884126985,N
STU00272,SCH108,9,F,High,81.17450296654773,1.6927783459403893,N
STU00273,SCH122,8,F,Low,75.6034842780765,0.4305658950381046,Y
STU00274,SCH017,5,F,Medium,58.72063916805874,2.790631048047475,N
STU00275,SCH196,1,M,Low,69.22848779114257,2.4490207766707335,Y
STU00276,SCH327,2,F,Low,96.50483651564805,3.5793863792833225,Y
STU00277,SCH318,5,F,Low,94.42276768980089,3.7682502334999937,N
STU00278,SCH297,1,M,Low,54.00314246822547,3.2602104552321576,N
STU00279,SCH479,1,M,Low,67.72590378446091,1.8422959041276332,N
STU00280,SCH499,6,F,Low,74.37725011702757,3.716949165685403,N
STU00281,SCH252,9,M,Low,67.75519462414229,2.2544217729814524,N
STU00282,SCH487,8,F,Medium,86.14401374838826,1.7404051226870916,N
STU00283,SCH119,2,M,Medium,57.338151320313266,3.118476807761044,Y
STU00284,SCH162,10,F,Medium,,2.305893751180608,N
STU00285,SCH198,6,M,Low,68.6104186063772,1.647341386702231,N
STU00286,SCH498,6,Other,Medium,94.48581730742605,2.4944708807747076,N
STU00287,SCH486,2,M,Low,61.999214755760036,3.384209165853239,N
STU00288,SCH045,6,F,High,77.30009139558739,1.3326174000206696,Y
STU00289,SCH314,6,F,Medium,57.89920545623384,1.4866278104964756,N
STU00290,SCH179,5,M,High,68.18522788060044,2.462359922177196,Y
STU00291,SCH382,3,M,Low,62.112117654005054,1.7149359849758758,Y
STU00292,SCH418,7,M,Medium,65.60168403301553,1.2757333201123027,N
STU00293,SCH044,10,M,Medium,68.16839349882494,4.0,N
STU00294,SCH271,9,F,Low,68.11308792550095,4.0,Y
STU00295,SCH078,2,F,Low,81.4651595045637,2.4499285711243086,Y
STU00296,SCH326,3,F,Low,50.0,1.148297028939515,Y
STU00297,SCH178,3,M,Medium,63.465579828427714,2.71108371251042,N
STU00298,SCH357,6,F,Low,82.31110913283896,2.8580558615062346,Y
STU00299,SCH498,8,M,Medium,68.48796651245577,4.0,Y
STU00300,SCH416,2,M,Low,66.6250744519636,2.3499776816160596,N
STU00301,SCH451,11,F,Medium,51.23412855474487,3.702284895131457,N
STU00302,SCH003,6,M,Medium,80.0997888590752,2.2837237561081167,N
STU00303,SCH214,2,M,Medium,97.33943390670447,1.9278021993608696,N
STU00304,SCH342,3,M,Low,80.70007970267363,1.7584953456161743,N
STU00305,SCH074,1,F,Medium,90.95142414787169,3.4233396553256648,N
STU00306,SCH051,5,M,Low,76.34021054058957,1.3027712232675108,N
STU00307,SCH067,2,F,Medium,71.37359975065579,2.234858635727656,N
STU00308,SCH332,6,M,Low,50.0,2.1416899776580616,Y
STU00309,SCH093,6,F,Medium,78.05902353658487,1.2777751255989078,N
STU00310,SCH176,4,F,Low,78.50255577023061,4.0,Y
STU00311,SCH145,1,F,Medium,89.58827673552088,2.961320981864587,N
STU00312,SCH007,5,F,High,83.14226900261976,1.3613327343651935,N
STU00313,SCH269,3,F,Low,71.0832524843112,3.751330472842376,Y
STU00314,SCH376,11,F,Medium,90.0568497537159,1.8455606400838551,N
STU00315,SCH322,4,F,Low,65.32599833915809,2.8682060604830264,N
STU00316,SCH004,1,F,High,50.0,2.1636283852856577,Y
STU00317,SCH138,5,F,Low,59.577590013628395,4.0,Y
STU00318,SCH231,7,M,Medium,80.50240458922713,3.7145135984831774,N
STU00319,SCH088,1,F,Low,68.8472238419392,1.107167467397627,Y
STU00320,SCH017,3,M,Low,58.561230041220526,0.09426475379593224,N
STU00321,SCH052,6,M,Medium,69.54009023812837,2.493306900093413,N
STU00322,SCH134,1,M,Low,74.61739961310361,0.0,N
STU00323,SCH211,1,F,Low,57.53784859619084,3.8186892414975384,N
STU00324,SCH325,6,M,Medium,61.90653831960009,2.5839535873396047,N
STU00325,SCH480,6,M,High,50.0,1.430474962215382,Y
STU00326,SCH458,8,M,High,76.60044053867418,1.4222196034428272,Y
STU00327,SCH393,3,F,Medium,88.09083482600965,2.008687457363257,N
STU00328,SCH219,3,Other,High,63.38079695356903,4.0,Y
STU00329,SCH205,4,Other,Medium,83.38558933882734,2.3660167074162466,N
STU00330,SCH211,7,M,Low,58.71187578832198,1.8563130155593828,N
STU00331,SCH277,5,F,Low,76.96264041950438,2.641846060986694,N
STU00332,SCH024,2,M,Medium,50.0,2.0544857143075532,N
STU00333,SCH486,3,F,Low,64.14636156106164,0.7528891609803461,N
STU00334,SCH004,7,M,Medium,85.27077425046133,3.037869360835858,N
STU00335,SCH152,4,F,Medium,75.77141276610448,1.6576349491226843,N
STU00336,SCH443,1,F,Medium,50.0,3.9078849549814443,N
STU00337,SCH483,1,M,Medium,74.21519902738454,2.2302412302205314,N
STU00338,SCH259,8,F,Low,,2.288053417308672,N
STU00339,SCH324,12,F,Medium,84.70924688671795,1.130928641334218,N
STU00340,SCH357,3,M,Low,86.1444798740664,2.1719686001916205,N
STU00341,SCH168,3,M,High,80.10602972514019,2.5113995761961987,N
STU00342,SCH176,1,F,Low,73.98330830778619,3.8542298252331033,N
STU00343,SCH310,2,F,Medium,84.279919393017,2.534392091985239,N
STU00344,SCH291,3,M,Low,83.04577404853818,1.8558357313987124,N
STU00345,SCH479,2,M,Low,56.41427235134772,2.1201998962768074,N
STU00346,SCH056,6,M,Medium,73.31219075907738,3.9357780057969745,N
STU00347,SCH108,4,M,Low,74.7713525408878,4.0,N
STU00348,SCH473,8,F,High,77.7328296154908,2.915482679591726,N
STU00349,SCH296,6,M,Low,93.78375774349063,4.0,N
STU00350,SCH461,1,M,Medium,83.70597672035477,1.4719310829146641,N
STU00351,SCH324,1,F,Low,72.22177424844696,3.119535345104758,Y
STU00352,SCH302,9,M,Low,66.77272806884571,2.151969083960313,N
STU00353,SCH334,8,F,Medium,89.21883086595231,3.09646790495585,N
STU00354,SCH141,4,F,Medium,51.56797822283875,3.364378226986441,N
STU00355,SCH155,1,F,Medium,62.19539939679219,1.0274833136694852,N
STU00356,SCH262,9,F,Low,68.51117058101343,3.4803327926665997,N
STU00357,SCH273,2,F,Low,73.13393475024824,1.8493961357756872,N
STU00358,SCH420,1,F,Low,84.1294790611556,1.3149510221535594,N
STU00359,SCH232,10,M,Low,64.66135857655945,0.955557085028339,N
STU00360,SCH241,7,F,Low,93.93513223007916,4.0,Y
STU00361,SCH355,6,M,Medium,79.59118051830086,3.2606440917119786,N
STU00362,SCH337,1,F,Medium,69.38069786597528,3.8723773808791844,N
STU00363,SCH489,4,F,Medium,54.03272916982316,1.2663720077957874,Y
STU00364,SCH258,5,F,Low,64.87914290272046,2.592948247585952,N
STU00365,SCH249,7,M,Low,80.56379682152061,2.725409401686862,N
STU00366,SCH077,4,M,Low,64.78416675814238,3.913162370109074,N
STU00367,SCH180,11,M,Medium,84.79892258371203,2.0894414893908424,N
STU00368,SCH066,2,F,Low,90.0351618670865,4.0,N
STU00369,SCH308,1,M,Medium,,1.7144872264655624,N
STU00370,SCH348,2,M,High,,2.8686484960028698,N
STU00371,SCH171,5,F,Medium,50.0,1.9766760372292933,N
STU00372,SCH474,6,M,Medium,67.13808544876099,2.9663057829013573,N
STU00373,SCH022,6,F,Low,86.26361568009541,3.016920009246674,Y
STU00374,SCH367,1,M,Low,61.77614692210475,1.6367603001012447,Y
STU00375,SCH107,9,F,Low,59.43084529694142,3.4228324738854745,N
STU00376,SCH439,2,M,Low,50.0,2.50935780007974,Y
STU00377,SCH323,2,F,Medium,62.06165222921728,2.617811287621229,N
STU00378,SCH227,5,M,Low,50.0,2.259772706570565,N
STU00379,SCH444,2,M,Low,83.52288159224354,3.5920046510647046,N
STU00380,SCH442,4,F,Medium,62.87673229370902,2.610203772434974,N
STU00381,SCH396,3,F,Low,85.07037569916007,3.1896897328451113,N
STU00382,SCH216,2,M,High,96.56505582221054,2.4969549449448314,N
STU00383,SCH069,2,M,High,98.42627177352158,3.9919929419513274,N
STU00384,SCH084,3,M,High,88.8100025832024,2.1969304816742543,N
STU00385,SCH103,3,M,Low,78.85893335159558,1.6682861386828847,N
STU00386,SCH039,3,F,Low,60.601018718137794,1.9854928690641667,N
STU00387,SCH013,6,F,Low,70.51700073387076,4.0,N
STU00388,SCH297,2,M,Low,63.51235353429916,3.6378095497218697,Y
STU00389,SCH313,5,F,Medium,90.81797667625585,2.035828374866382,N
STU00390,SCH181,6,M,Medium,86.72705176811698,2.2762871746564284,N
STU00391,SCH493,7,M,Low,80.14786462661057,0.8089359066724093,N
STU00392,SCH268,8,M,Low,71.1469633371048,3.1883035263208184,N
STU00393,SCH013,1,F,Low,61.42473188829662,3.7465723358605496,Y
STU00394,SCH120,1,M,Medium,60.33467437669006,2.2685728727460703,N
STU00395,SCH458,5,F,Low,,3.0458276284143104,N
STU00396,SCH353,7,M,Medium,72.10487450869076,3.419312812961638,N
